"profile","runs","attempt1_pct","avg_budget","avg_used","avg_savings_vs_2200_budget","avg_output_length","p50_output_length","p75_output_length","recommended_min_chars_for_success","recommendation_source"
"code","9","100","900","258","1300","1463","850","2725","495","profile_default_adjusted_by_attempt1_pct"
