"profile","runs","usable_runs","failed_runs","attempt1_pct","avg_budget","avg_used","avg_savings_vs_2200_budget","avg_output_length","p50_output_length","p75_output_length","recommended_min_chars_for_success","recommendation_source"
"planning","70","57","13","98.25","908.77","536.72","1291.23","2222.16","1867","2897","787","profile_default_adjusted_by_attempt1_pct"
