"profile","runs","usable_runs","failed_runs","attempt1_pct","avg_budget","avg_used","avg_savings_vs_2200_budget","avg_output_length","p50_output_length","p75_output_length","recommended_min_chars_for_success","recommendation_source"
"debug","75","60","15","100","900","579","1300","2719.42","2946","2963","387","profile_default_adjusted_by_attempt1_pct"
